time, distance,       lat,       lng, altitude
2345,18124.4,50.940699,-1.132892,52.2
2346,18135.3,50.940797,-1.132892,51.6
2347,18145.9,50.940893,-1.132895,51.2
2348,18157,50.940992,-1.132893,50.8
2349,18167.4,50.941085,-1.132899,50.2
2350,18179.1,50.941189,-1.132908,49.6
2351,18191.2,50.941298,-1.132918,49
2352,18202.9,50.941403,-1.132931,48.4
2353,18215,50.941512,-1.132948,47.8
2354,18227.2,50.94162,-1.13297,47
2355,18239.5,50.94173,-1.132994,46.2
2356,18251.6,50.941837,-1.133025,45.4
2357,18263.7,50.941942,-1.133071,44.6
2358,18274.9,50.942036,-1.133128,43.8
2359,18285.7,50.942118,-1.133201,43.2
2360,18295.9,50.942193,-1.133287,42.6
2361,18308.5,50.942274,-1.133414,41.8
2362,18319.8,50.942343,-1.133532,41.2
2363,18330.9,50.942412,-1.133645,40.4
2364,18341.3,50.942484,-1.133741,40
2365,18351.1,50.942556,-1.133825,39.6
2366,18360.7,50.942628,-1.133895,39.4
2367,18370.5,50.942709,-1.133953,39
2368,18381.4,50.9428,-1.134009,38.8
2369,18392.5,50.942895,-1.134062,38.2
2370,18402.9,50.942981,-1.134111,37.8
2371,18412.2,50.94306,-1.134157,37.6
2372,18420.6,50.943132,-1.13419,37.4
2373,18428.4,50.943201,-1.134209,37.4
2374,18435.4,50.943264,-1.13421,37.2
2375,18441.8,50.94332,-1.134195,37
2376,18448.2,50.943373,-1.134155,36.8
2377,18454.9,50.943419,-1.134094,36.8
2378,18462.8,50.943472,-1.134018,36.6
2379,18470.8,50.943523,-1.133943,36.6
2380,18478.6,50.94358,-1.133874,36.4
2381,18486.3,50.943634,-1.133806,36.4
2382,18493.6,50.943686,-1.133739,36.4
2383,18500.9,50.943737,-1.133673,36.4
2384,18508.4,50.94379,-1.133608,36.4
2385,18515.9,50.943843,-1.133543,36.2
2386,18523.3,50.943896,-1.133479,36.2
2387,18531,50.94395,-1.133413,36.2
2388,18538.7,50.944004,-1.133348,36.2
2389,18546,50.944057,-1.133288,36.4
2390,18553.5,50.944115,-1.133231,36.4
2391,18561.1,50.944176,-1.13318,36.4
2392,18568.5,50.944236,-1.133129,36.4
2393,18576.2,50.944297,-1.133076,36.4
2394,18583.4,50.944351,-1.133021,36.4
2395,18590.6,50.944403,-1.132964,36.6
2396,18597.8,50.944454,-1.132903,36.6
2397,18605,50.944506,-1.132836,36.8
2398,18612.3,50.944552,-1.132766,36.8
2399,18619.5,50.944598,-1.132694,37
2400,18626.6,50.944644,-1.132622,37
2401,18633.8,50.944692,-1.132552,37
2402,18640.8,50.944735,-1.132482,37.2
2403,18648.1,50.944784,-1.132408,37.2
2404,18655.3,50.944826,-1.132331,37.2
2405,18662.6,50.944867,-1.132251,37.2
2406,18670.2,50.944905,-1.132161,37.2
2407,18677.7,50.94494,-1.132071,37.2
2408,18685.1,50.944977,-1.131982,37.2
2409,18692.3,50.945011,-1.131896,37.2
2410,18699.7,50.945046,-1.131808,37.2
2411,18707.1,50.945084,-1.13172,37.4
2412,18714.3,50.945119,-1.131634,37.4
2413,18721.5,50.945157,-1.131549,37.4
2414,18728.7,50.945191,-1.131464,37.4
2415,18735.9,50.945229,-1.131381,37.6
2416,18743,50.945264,-1.131297,37.6
2417,18750,50.945303,-1.131218,37.4
2418,18756.9,50.945349,-1.13115,37.6
2419,18763.4,50.945395,-1.131098,37.6
2420,18769.4,50.945448,-1.131081,37.6
2421,18775,50.945498,-1.131089,37.6
2422,18780.8,50.945546,-1.131121,37.6
2423,18787.3,50.945593,-1.131175,37.6
2424,18793.8,50.945635,-1.131237,37.6
2425,18800.3,50.945676,-1.131303,37.6
2426,18806.6,50.945714,-1.13137,37.6
2427,18813,50.945752,-1.131439,37.6
2428,18818.9,50.945786,-1.131506,37.8
2429,18824.9,50.945817,-1.131573,38
2430,18831,50.945852,-1.13164,38
2431,18836.7,50.945889,-1.131698,38.2
2432,18841.8,50.945923,-1.131747,38.4
2433,18847,50.945958,-1.131794,38.6
2434,18852.3,50.946001,-1.131827,38.8
2435,18858.3,50.946051,-1.131855,39
2436,18863.5,50.946096,-1.131881,39.2
2437,18868.4,50.946137,-1.131904,39.6
2438,18872.5,50.94617,-1.131926,39.8
2439,18876,50.946201,-1.131946,40.2
2440,18879.8,50.946232,-1.131965,40.4
2441,18884,50.946267,-1.131983,40.6
2442,18888.4,50.946306,-1.131996,40.8
2443,18893.2,50.946348,-1.132007,41.2
2444,18898.1,50.946393,-1.132014,41.4
2445,18902.8,50.946436,-1.132019,41.6
2446,18907.5,50.946478,-1.132024,42
2447,18912.6,50.946524,-1.132031,42.2
2448,18917.9,50.94657,-1.132038,42.6
2449,18922.7,50.946615,-1.132044,42.8
2450,18927.5,50.946656,-1.132049,43.2
2451,18931.9,50.946696,-1.132054,43.4
2452,18937,50.946742,-1.132057,43.8
2453,18942.1,50.946787,-1.132059,44
2454,18946.7,50.946829,-1.132062,44.4
2455,18951.1,50.94687,-1.132064,44.8
2456,18955.8,50.946909,-1.132067,45
2457,18960.5,50.946951,-1.132068,45.4
2458,18965.4,50.946996,-1.13207,45.6
2459,18970,50.947038,-1.132068,45.8
2460,18974.7,50.947079,-1.132069,46
2461,18979.7,50.947126,-1.132072,46.2
2462,18984.1,50.947164,-1.132076,46.4
2463,18988.5,50.947203,-1.13208,46.4
2464,18992.9,50.947244,-1.132084,46.8
2465,18997.3,50.947283,-1.132087,47
2466,19001.8,50.947324,-1.132087,47.2
2467,19006.1,50.947362,-1.132087,47.4
2468,19010.5,50.947401,-1.132089,47.6
2469,19014.9,50.947442,-1.132095,47.8
2470,19019.6,50.947484,-1.132097,48
2471,19024.1,50.947523,-1.132096,48.2
2472,19028.3,50.947561,-1.132095,48.4
2473,19032.6,50.947599,-1.132091,48.6
2474,19036.9,50.947637,-1.132087,48.8
2475,19040.9,50.947674,-1.13208,49
2476,19044.4,50.947705,-1.132072,49.2
2477,19047.6,50.947735,-1.132066,49.4
2478,19051.3,50.947767,-1.132059,49.6
2479,19055.6,50.947805,-1.132054,49.6
2480,19060.3,50.947847,-1.132042,49.8
2481,19064.8,50.947885,-1.132028,50
2482,19069,50.947923,-1.132013,50
2483,19072.9,50.947957,-1.132,50.2
2484,19077.3,50.947997,-1.131987,50.2
2485,19082.8,50.948045,-1.131974,50.4
2486,19088.3,50.948092,-1.13196,50.6
2487,19093.5,50.948138,-1.131948,50.6
2488,19098.4,50.948183,-1.131933,50.8
2489,19103.2,50.948225,-1.13192,50.8
2490,19108.2,50.94827,-1.131907,51
2491,19113.3,50.948312,-1.131892,51
2492,19117.6,50.94835,-1.13188,51
2493,19122.1,50.94839,-1.131868,51.2
2494,19126.9,50.948434,-1.131853,51.2
2495,19131.2,50.948471,-1.131838,51.2
2496,19134.7,50.948501,-1.131825,51.2
2497,19137.8,50.948527,-1.131808,51.4
2498,19140.7,50.94855,-1.131789,51.4
2499,19143.9,50.948574,-1.131767,51.6
2500,19147.2,50.948602,-1.131745,51.6
2501,19151.6,50.94864,-1.131722,51.8
2502,19155.7,50.948674,-1.131701,51.8
2503,19160.1,50.948709,-1.131677,52
2504,19164.9,50.94875,-1.131651,52.2
2505,19169.8,50.948789,-1.131625,52.2
2506,19174.8,50.948827,-1.131586,52.4
2507,19180.4,50.94887,-1.131547,52.6
2508,19186.1,50.948917,-1.131519,52.8
2509,19193.5,50.948982,-1.131479,53
2510,19200.8,50.949042,-1.131441,53
2511,19209.6,50.949116,-1.131403,53.2
2512,19218.7,50.949196,-1.131369,53.2
2513,19225.8,50.949258,-1.131339,53.4
2514,19233.4,50.949322,-1.131306,53.6
2515,19240.7,50.949383,-1.131274,53.8
2516,19247.6,50.949444,-1.13124,53.8
2517,19254.1,50.9495,-1.131212,54
2518,19260.2,50.949551,-1.131187,54.2
2519,19266.8,50.949607,-1.131151,54.4
2520,19273.4,50.949663,-1.131124,54.6
2521,19280.9,50.949727,-1.131095,54.8
2522,19288.4,50.949793,-1.13107,54.8
2523,19296.9,50.949869,-1.131045,55
2524,19305.6,50.949945,-1.131021,54.8
2525,19314.1,50.950018,-1.130999,55
2526,19322.1,50.95009,-1.130976,55
2527,19330.2,50.950161,-1.130955,55
2528,19340.9,50.950256,-1.130943,55.2
2529,19349.5,50.950334,-1.130926,55.4
2530,19356.9,50.950399,-1.130911,55.4
2531,19364.6,50.950468,-1.130896,55.6
2532,19372.4,50.950539,-1.130877,55.6
2533,19379.2,50.950599,-1.130867,55.8
2534,19388.4,50.950679,-1.130861,56
2535,19396.6,50.950756,-1.130855,56
2536,19402.9,50.950811,-1.130845,56.2
2537,19409.4,50.950867,-1.130829,56.4
2538,19416.5,50.950929,-1.130809,56.6
2539,19424.1,50.950998,-1.130789,56.6
2540,19431.7,50.951064,-1.130771,56.8
2541,19439.6,50.951135,-1.130753,57
2542,19447.4,50.951204,-1.130734,57
2543,19455,50.951272,-1.130716,57
2544,19462.1,50.951337,-1.130702,57.2
2545,19469.2,50.951398,-1.130688,57.2
2546,19476,50.951457,-1.130674,57.4
2547,19482.4,50.951515,-1.130663,57.4
2548,19489.1,50.951574,-1.130647,57.4
2549,19496.3,50.951638,-1.130626,57.4
2550,19503.3,50.9517,-1.130608,57.4
2551,19511,50.95177,-1.130594,57.4
2552,19519.9,50.951849,-1.130577,57.2
2553,19528.6,50.951925,-1.130559,57.2
2554,19538.7,50.952015,-1.130539,57.4
2555,19548.4,50.952102,-1.130516,57.6
2556,19557.6,50.952184,-1.130497,57.8
2557,19565.6,50.952254,-1.13048,57.8
2558,19573.8,50.952328,-1.130465,57.8
2559,19582,50.952399,-1.130447,57.6
2560,19590.7,50.952476,-1.130426,57.4
2561,19599.7,50.952558,-1.13041,57.4
2562,19607.9,50.952631,-1.130398,57.2
2563,19616.2,50.952704,-1.130382,57.2
2564,19624.6,50.95278,-1.130363,57
2565,19633.3,50.952857,-1.130344,57.2
2566,19642.1,50.952935,-1.130322,57
2567,19652.2,50.953025,-1.130298,57
2568,19661.8,50.953109,-1.130272,57
2569,19670.8,50.953188,-1.130248,57
2570,19680,50.953269,-1.13022,57
2571,19688.8,50.953345,-1.130197,57
2572,19698,50.953429,-1.130177,57
2573,19707.3,50.95351,-1.130151,57
2574,19716.3,50.95359,-1.130122,57
2575,19725.3,50.953666,-1.13009,57
2576,19734.2,50.953743,-1.130055,57
2577,19743,50.953822,-1.130018,57
2578,19752.1,50.953898,-1.129981,56.8
2579,19761.4,50.953979,-1.129947,56.6
2580,19770.8,50.954059,-1.129914,56.6
2581,19780.4,50.954144,-1.129881,56.4
2582,19789.7,50.954227,-1.129851,56
2583,19799.3,50.954311,-1.129822,56
2584,19809.3,50.9544,-1.129796,55.8
2585,19819.2,50.954487,-1.12977,55.6
2586,19829.1,50.954575,-1.129743,55.6
2587,19839,50.954662,-1.129713,55.4
2588,19849.1,50.954749,-1.129679,55.2
2589,19859.2,50.954839,-1.129646,55
2590,19870.5,50.954934,-1.129609,54.8
2591,19881.5,50.955034,-1.129585,54.6
2592,19892.6,50.955132,-1.129554,54.2
2593,19902.7,50.955222,-1.129522,53.8
2594,19913.6,50.955316,-1.129494,53.6
2595,19924.3,50.955412,-1.129476,53.4
2596,19935.3,50.955511,-1.129459,53
2597,19946.2,50.955606,-1.129442,52.8
2598,19956.8,50.955701,-1.129423,52.4
2599,19967.5,50.955797,-1.129405,52.2
2600,19978.1,50.955892,-1.129392,52
2601,19988.5,50.955987,-1.12938,52
2602,19998.7,50.956077,-1.129369,52
2603,20009.3,50.956174,-1.129361,51.8
2604,20019.4,50.956265,-1.129358,51.6
2605,20029.5,50.956355,-1.129359,51.4
2606,20039.4,50.956443,-1.129361,51.4
2607,20049.3,50.956532,-1.129366,51.4
2608,20059.6,50.956624,-1.129375,51.2
2609,20069.6,50.956715,-1.129389,51
2610,20080.3,50.956811,-1.12941,50.6
2611,20090.6,50.956902,-1.129432,50.4
2612,20100.7,50.95699,-1.129454,50
2613,20111.2,50.957085,-1.129474,49.6
2614,20121.2,50.957173,-1.12949,49.2
2615,20131.2,50.957263,-1.129499,49
2616,20140.9,50.957352,-1.129503,48.6
2617,20150.5,50.957436,-1.129503,48.6
2618,20160.6,50.957527,-1.129513,48.4
2619,20170.7,50.957616,-1.129521,48.2
2620,20180.6,50.957706,-1.12953,48
2621,20190.7,50.957798,-1.12954,47.8
2622,20200.3,50.957884,-1.129553,47.8
2623,20210.2,50.957972,-1.129563,47.8
2624,20220.1,50.958061,-1.129573,48
2625,20229.6,50.958144,-1.129582,48
2626,20239,50.958229,-1.129589,48.2
2627,20248.3,50.958313,-1.129593,48.4
2628,20257.3,50.958393,-1.129593,48.6
2629,20265.7,50.958471,-1.129587,48.8
2630,20273.7,50.958542,-1.129575,49
2631,20281.5,50.958612,-1.12956,49.4
2632,20288.8,50.958675,-1.129546,49.8
2633,20295.5,50.958733,-1.12953,50
2634,20302.2,50.958794,-1.129505,50.4
2635,20309,50.958852,-1.129479,50.8
2636,20315.8,50.958912,-1.129457,51.2
2637,20322.8,50.958973,-1.129434,51.6
2638,20330,50.959038,-1.129413,52.2
2639,20336.5,50.959094,-1.129394,52.6
2640,20342.6,50.959147,-1.129375,53
2641,20348.6,50.959198,-1.129352,53.6
2642,20355.3,50.959256,-1.129327,54
2643,20362.4,50.95932,-1.129304,54.4
2644,20369.7,50.959382,-1.129284,54.8
2645,20376.8,50.959446,-1.129269,55
2646,20383.6,50.959507,-1.129258,55.4
2647,20390.5,50.959569,-1.129243,55.6
2648,20397.5,50.95963,-1.129227,56
2649,20404.5,50.959694,-1.129208,56.2
2650,20411.4,50.959754,-1.129192,56.6
2651,20418.9,50.959821,-1.12918,57
2652,20425.7,50.959881,-1.12917,57.2
2653,20432.3,50.959939,-1.129158,57.6
2654,20438.7,50.959999,-1.129147,57.8
2655,20444.8,50.960052,-1.129139,58.2
2656,20450.5,50.960104,-1.129134,58.4
2657,20456,50.960151,-1.12913,58.6
2658,20461.7,50.960204,-1.12913,59
2659,20467.5,50.960254,-1.12913,59.2
2660,20473.3,50.960307,-1.129128,59.6
2661,20479.2,50.960361,-1.129127,59.8
2662,20485.4,50.960415,-1.129129,59.8
2663,20492.3,50.960477,-1.129131,60
2664,20499.1,50.960541,-1.129136,60
2665,20505.6,50.960599,-1.129143,60
2666,20512.4,50.96066,-1.129152,60
2667,20519.4,50.96072,-1.129164,60.2
2668,20526.6,50.960785,-1.129181,60.2
2669,20533.8,50.960847,-1.129201,60.2
2670,20541,50.960912,-1.129223,60.2
2671,20548.4,50.960976,-1.129247,60.2
2672,20555.9,50.961042,-1.129273,60.2
2673,20563.2,50.961106,-1.129298,60
2674,20570.4,50.961167,-1.12932,59.8
2675,20577.7,50.961232,-1.129345,59.4
2676,20585,50.961296,-1.129375,59.2
2677,20592.3,50.961357,-1.129405,59
2678,20599.5,50.961419,-1.129434,59
2679,20606.5,50.96148,-1.129464,58.8
2680,20613.4,50.96154,-1.129494,58.8
2681,20620.6,50.961599,-1.129526,58.6
2682,20627.9,50.961662,-1.129559,58.4
2683,20635.1,50.961724,-1.129587,58.4
2684,20642.5,50.961789,-1.129613,58.4
2685,20650,50.961855,-1.129634,58.2
2686,20657.6,50.961923,-1.129638,58.2
2687,20665.2,50.961992,-1.129625,58.2
2688,20673,50.962061,-1.129598,58
2689,20681,50.962129,-1.129562,58
2690,20689,50.962193,-1.129524,58
2691,20696.2,50.962257,-1.129494,58.2
2692,20702.5,50.96231,-1.129461,58.2
2693,20708.1,50.962357,-1.129432,58.2
2694,20714,50.962405,-1.1294,58
2695,20719.8,50.962454,-1.129363,58
2696,20725.1,50.962495,-1.129329,57.8
2697,20729.6,50.962531,-1.129299,57.6
2698,20736,50.962582,-1.129255,57.2
2699,20742.8,50.962635,-1.129207,56.8
2700,20750.3,50.962689,-1.129148,56.4
2701,20758.5,50.962752,-1.12909,55.8
2702,20768,50.962829,-1.129027,55.4
2703,20777.3,50.962904,-1.128965,55
2704,20786.8,50.962979,-1.1289,54.6
2705,20798,50.963069,-1.128824,54.2
2706,20809,50.963155,-1.128749,54
2707,20819.6,50.963237,-1.128677,53.6
2708,20829.3,50.963313,-1.128609,53.2
2709,20838.7,50.963388,-1.128545,52.8
2710,20848.1,50.963461,-1.128481,52.4
2711,20856.8,50.963533,-1.128431,52
2712,20864.4,50.963597,-1.128397,51.6
2713,20871,50.963657,-1.128386,51.2
2714,20876.8,50.963709,-1.128399,50.8
2715,20882.6,50.963751,-1.128446,50.6
2716,20889.1,50.963792,-1.128512,50.2
2717,20895.9,50.963825,-1.128593,49.8
2718,20902.6,50.963851,-1.128676,49.4
2719,20908.1,50.963874,-1.128749,49
2720,20913.8,50.963892,-1.128826,48.6
2721,20919.7,50.963908,-1.128905,48.4
2722,20925.7,50.963928,-1.128984,47.8
2723,20931.7,50.963951,-1.129059,47.6
2724,20937.2,50.963981,-1.129124,47.4
2725,20942.1,50.964011,-1.129173,47.2
2726,20948.3,50.964061,-1.129207,47.2
2727,20954,50.96411,-1.129229,47
2728,20959.5,50.96416,-1.129237,47
2729,20965.4,50.964213,-1.129241,47.2
2730,20970.6,50.964259,-1.129237,47.4
2731,20975.5,50.964303,-1.12923,47.8
2732,20979.6,50.964341,-1.129217,48.2
2733,20983,50.96437,-1.129205,48.6
2734,20985.9,50.964393,-1.129189,49.2
2735,20988.7,50.964416,-1.129171,49.6
2736,20991.8,50.964443,-1.129158,50
2737,20994.9,50.964466,-1.129138,50.4
2738,20998.1,50.964492,-1.129113,50.8
2739,21001,50.964514,-1.12909,51.4
2740,21004.2,50.964535,-1.129061,51.6
2741,21007.9,50.964564,-1.129031,52
2742,21011.6,50.964587,-1.128999,52.4
2743,21016.6,50.96463,-1.128974,52.8
2744,21020.2,50.964657,-1.128943,53.2
2745,21024,50.964684,-1.128912,53.4
2746,21028.1,50.964717,-1.128888,53.8
2747,21031.1,50.964736,-1.128862,54.2
2748,21034.2,50.964759,-1.128836,54.4
2749,21037.8,50.964785,-1.128804,54.8
2750,21041.2,50.964806,-1.128769,55
2751,21045.8,50.964837,-1.128724,55.2
2752,21050.7,50.964871,-1.128685,55.4
2753,21055.7,50.964905,-1.128636,55.6
2754,21060.9,50.964939,-1.128586,55.8
2755,21065.2,50.964967,-1.128543,56
2756,21071,50.965006,-1.128489,56.2
2757,21076.1,50.965047,-1.128452,56.4
2758,21081.1,50.965084,-1.128413,56.6
2759,21086.1,50.965119,-1.128368,56.8
2760,21091.8,50.965157,-1.128313,57
2761,21097.9,50.965202,-1.128263,57.2
2762,21102.1,50.965229,-1.128224,57.4
2763,21106.9,50.965265,-1.128186,57.6
2764,21111.6,50.965304,-1.128156,57.8
2765,21114.6,50.965324,-1.128128,58
2766,21118.4,50.965351,-1.128099,58.2
2767,21122.4,50.965382,-1.128067,58.4
2768,21126.5,50.965411,-1.12803,58.6
2769,21130.2,50.965434,-1.127993,58.8
2770,21133.6,50.965454,-1.127959,58.8
2771,21137.9,50.965485,-1.127921,59
2772,21142.7,50.965519,-1.12788,59.2
2773,21146.7,50.96555,-1.127849,59.2
2774,21150.8,50.965584,-1.12782,59.2
2775,21155.5,50.965619,-1.127789,59.2
2776,21160.8,50.965657,-1.127744,59.2
2777,21169.3,50.965724,-1.127685,59.2
2778,21176.5,50.96578,-1.127631,59
2779,21182.9,50.965827,-1.127581,59
2780,21189.9,50.965886,-1.127538,58.8
2781,21198.1,50.965953,-1.127492,58.4
2782,21206,50.966019,-1.127451,58.2
2783,21214.4,50.966088,-1.127409,58
2784,21222.8,50.96616,-1.127369,57.8
2785,21230.3,50.966224,-1.127335,57.4
2786,21236.8,50.966281,-1.12731,57.2
2787,21243.8,50.96634,-1.127279,56.8
2788,21251.8,50.966408,-1.127246,56.6
2789,21259.2,50.966474,-1.127216,56.4
2790,21268.2,50.966552,-1.12718,56
2791,21277.5,50.966631,-1.127145,55.8
2792,21285.6,50.966702,-1.127118,55.4
2793,21293.2,50.966768,-1.127091,55.2
2794,21301.8,50.966845,-1.127064,54.8
2795,21310.2,50.966917,-1.127043,54.6
2796,21317.8,50.966986,-1.127031,54.6
2797,21325.2,50.967053,-1.127015,54.4
2798,21331.8,50.967109,-1.127002,54.2
2799,21338.3,50.967167,-1.126987,54.2
2800,21345,50.967228,-1.126974,54
2801,21351,50.967281,-1.126964,54
2802,21356.9,50.967334,-1.12696,54
2803,21363,50.967388,-1.126957,54
2804,21368.9,50.967442,-1.126957,53.8
2805,21375.7,50.967504,-1.126957,53.8
2806,21383.4,50.967571,-1.126958,53.8
2807,21391.8,50.967649,-1.126953,53.8
2808,21398.9,50.967713,-1.126952,53.8
2809,21405.9,50.967775,-1.126955,53.8
2810,21412,50.967828,-1.126964,54
2811,21419,50.967892,-1.126966,54
2812,21425.5,50.967952,-1.126973,54
2813,21431.5,50.968005,-1.126986,54.2
2814,21437.1,50.968055,-1.126994,54.2
2815,21443,50.968104,-1.127011,54.4
2816,21449.1,50.968158,-1.127029,54.4
2817,21455.1,50.968212,-1.127044,54.8
2818,21460.5,50.968261,-1.127058,55
2819,21467.3,50.96832,-1.127081,55
2820,21474.2,50.968379,-1.127106,55.2
2821,21481.5,50.968444,-1.127132,55.2
2822,21490.7,50.968523,-1.127156,55
2823,21501.6,50.96862,-1.127179,55
2824,21511,50.968704,-1.127207,54.8
2825,21520.8,50.96879,-1.127222,54.6
2826,21532.2,50.968893,-1.127232,54.2
2827,21548.9,50.969043,-1.127223,54
2828,21558.3,50.969128,-1.127233,53.8
2829,21568.5,50.969218,-1.127244,53.4
2830,21578.4,50.969306,-1.12726,53.2
2831,21587.2,50.969386,-1.127268,52.8
2832,21598.7,50.969489,-1.127269,52.2
2833,21607.8,50.969569,-1.127256,51.8
2834,21619.2,50.969668,-1.127216,51.2
2835,21631,50.96977,-1.12717,50.8
2836,21642.2,50.969864,-1.127111,50.4
2837,21652.7,50.969952,-1.127046,50.2
2838,21663.2,50.970035,-1.12698,50
2839,21672.9,50.970114,-1.126919,49.8
2840,21682.1,50.970187,-1.12686,49.6
2841,21691,50.97026,-1.12681,49.8
2842,21700,50.970337,-1.126763,49.8
2843,21709.2,50.97041,-1.126712,49.8
2844,21716.8,50.970475,-1.126672,50
2845,21724,50.970536,-1.126634,50
2846,21731.2,50.970596,-1.1266,50.2
2847,21737.8,50.970653,-1.126574,50.4
2848,21744,50.970705,-1.126546,50.6
2849,21749.2,50.970751,-1.126526,50.8
2850,21754.3,50.970796,-1.126509,51
2851,21759,50.970838,-1.126491,51.2
2852,21763.8,50.970877,-1.126467,51.4
2853,21770.2,50.970925,-1.126421,51.6
2854,21777.1,50.970979,-1.126373,52
2855,21781.6,50.971013,-1.126334,52.2
2856,21786.2,50.971048,-1.1263,52.4
2857,21791.5,50.97109,-1.126266,52.8
2858,21796.2,50.971128,-1.126234,53
2859,21802,50.971171,-1.126191,53.2
2860,21808.1,50.97122,-1.126147,53.6
2861,21814.7,50.971273,-1.126112,54.2
2862,21822.6,50.97134,-1.12607,54.6
2863,21832.8,50.971418,-1.125997,55
2864,21841.5,50.971487,-1.125936,55.4
2865,21849.8,50.971552,-1.125879,56
2866,21855.7,50.971598,-1.125838,56.6
2867,21861.2,50.971643,-1.125798,57.2
2868,21866.3,50.971681,-1.125759,57.6
2869,21872,50.971721,-1.125714,57.8
2870,21879,50.971777,-1.125665,58.2
2871,21884.8,50.971822,-1.125622,58.6
2872,21889.5,50.97186,-1.125589,58.8
2873,21895.3,50.971905,-1.125555,59
2874,21902.8,50.971967,-1.125507,59.2
2875,21909.2,50.972017,-1.125473,59.4
2876,21915.8,50.972072,-1.125436,59.6
2877,21922.1,50.972128,-1.125408,59.8
2878,21927.7,50.972173,-1.125377,60
2879,21933.1,50.972216,-1.125342,60.4
2880,21938.4,50.972259,-1.12531,60.4
2881,21945.7,50.972321,-1.125268,60.6
2882,21953.4,50.972385,-1.12523,60.6
2883,21959.8,50.972442,-1.125206,60.6
2884,21966.1,50.972496,-1.125184,60.4
2885,21972.7,50.972554,-1.12516,60
2886,21980.6,50.97262,-1.125125,59.6
2887,21988.8,50.972692,-1.125091,59.2
2888,21999.2,50.97278,-1.12505,58.6
2889,22009.9,50.972874,-1.125019,58.2
2890,22019.4,50.972961,-1.125017,57.6
2891,22028,50.973036,-1.125035,57.2
2892,22036.7,50.973108,-1.125086,56.6
2893,22046,50.973177,-1.125161,55.8
2894,22056,50.973243,-1.125258,55
2895,22065.6,50.97329,-1.125371,54.2
2896,22075,50.973319,-1.125495,53.2
2897,22084.2,50.973345,-1.125619,52.4
2898,22094.6,50.973385,-1.125754,51.4
2899,22104.7,50.973414,-1.12589,50.6
2900,22114.7,50.973436,-1.126028,50
2901,22125.6,50.973478,-1.126168,49.2
2902,22137.9,50.973523,-1.126327,48.4
2903,22150.3,50.973561,-1.126492,47.8
2904,22162.7,50.973593,-1.126661,47.4
2905,22174,50.973609,-1.126821,46.8
2906,22184.6,50.973627,-1.126968,46.2
2907,22195,50.973643,-1.127115,45.4
2908,22204.5,50.97366,-1.127247,44.8
2909,22213.4,50.973664,-1.127373,44.6
2910,22221.5,50.973674,-1.127487,44.4
2911,22228.3,50.973696,-1.127575,44.2
2912,22234.8,50.973742,-1.127632,44.2
2913,22241.3,50.973797,-1.127663,44.2
2914,22247.8,50.973855,-1.127668,44.2
2915,22254.3,50.973916,-1.127665,44.2
2916,22261.2,50.973977,-1.127664,44.2
2917,22268.2,50.974041,-1.127669,44.2
2918,22275.1,50.974102,-1.127673,44.2
2919,22282.1,50.974164,-1.127674,44.2
2920,22289.2,50.974228,-1.127679,44.4
2921,22296.5,50.974293,-1.127686,44.4
2922,22303.9,50.974358,-1.127697,44.4
2923,22311,50.974422,-1.12771,44.4
2924,22318.2,50.974487,-1.127729,44.4
2925,22325.3,50.974549,-1.127747,44.4
2926,22332.5,50.974614,-1.127764,44.4
2927,22339.8,50.974679,-1.127782,44.4
2928,22347.1,50.974744,-1.127797,44.4
2929,22354.1,50.974807,-1.12781,44.4
2930,22360.9,50.974868,-1.127819,44.4
2931,22368,50.97493,-1.127828,44.6
2932,22374.7,50.974991,-1.127835,44.6
2933,22381.3,50.975048,-1.127837,44.8
2934,22387.8,50.975108,-1.127837,44.8
2935,22394,50.975162,-1.127837,45
2936,22400,50.975215,-1.127842,45.2
2937,22406,50.975269,-1.127847,45.4
2938,22411.9,50.975322,-1.12785,45.6
2939,22417.6,50.975376,-1.127852,45.8
2940,22423.3,50.975428,-1.127852,46
2941,22428.7,50.975474,-1.127853,46.2
2942,22434,50.975523,-1.127851,46.6
2943,22439,50.975569,-1.127844,46.8
2944,22443.8,50.975611,-1.12784,47.2
2945,22449.3,50.975661,-1.127844,47.4
2946,22454.5,50.975707,-1.127844,47.8
2947,22459.6,50.975752,-1.127835,48.2
2948,22465,50.975799,-1.12782,48.6
2949,22470.3,50.975848,-1.127805,49
2950,22475.8,50.975894,-1.12779,49.4
2951,22481,50.975943,-1.127778,49.8
2952,22486.3,50.975989,-1.127763,50.2
2953,22491.6,50.976034,-1.127751,50.4
2954,22496.6,50.97608,-1.127745,50.8
2955,22502,50.976127,-1.127741,51
2956,22507.2,50.976176,-1.127738,51.2
2957,22512.4,50.976222,-1.127736,51.6
2958,22517.5,50.976267,-1.127733,51.8
2959,22522.7,50.976313,-1.127728,52
2960,22527.9,50.976361,-1.127723,52.2
2961,22533.4,50.976409,-1.12772,52.4
2962,22538.5,50.976457,-1.127716,52.6
2963,22543.3,50.976499,-1.127711,53
2964,22548.2,50.976542,-1.12771,53.2
2965,22553.5,50.976589,-1.127708,53.6
2966,22559.1,50.976642,-1.127708,53.8
2967,22564.8,50.976691,-1.127708,54
2968,22570.1,50.97674,-1.127707,54.2
2969,22575.4,50.976786,-1.127707,54.2
2970,22580.7,50.976835,-1.127712,54.4
