,distance,altitude_smoothed,label
1700,13914.6,29.0888888888889,easy
1701,13919.4,29.1933333333333,easy
1702,13923.7,29.3,easy
1703,13927.7,29.4077777777778,easy
1704,13932.2,29.5166666666667,easy
1705,13937.5,29.6266666666667,easy
1706,13943.4,29.7388888888889,easy
1707,13949.8,29.8511111111111,easy
1708,13956.5,29.9655555555555,easy
1709,13963.3,30.0811111111111,easy
1710,13970.1,30.1977777777778,easy
1711,13977.2,30.3155555555556,easy
1712,13984.4,30.4355555555555,easy
1713,13991.5,30.5555555555555,easy
1714,13999.4,30.6766666666667,easy
1715,14006.8,30.8,easy
1716,14013.9,30.9244444444444,easy
1717,14020.7,31.05,easy
1718,14028.1,31.1766666666667,easy
1719,14035.2,31.3044444444444,easy
1720,14042.1,31.4322222222222,easy
1721,14048.8,31.5611111111111,easy
1722,14054.9,31.6911111111111,easy
1723,14060.7,31.8222222222222,easy
1724,14065.6,31.9544444444444,easy
1725,14069.5,32.0877777777778,easy
1726,14073.8,32.2211111111111,easy
1727,14078,32.3544444444444,easy
1728,14081.8,32.49,easy
1729,14085.5,32.6255555555556,easy
1730,14089.4,32.7611111111111,easy
1731,14093.3,32.8988888888889,easy
1732,14097.2,33.0366666666667,easy
1733,14101,33.1744444444444,easy
1734,14104.6,33.3122222222222,easy
1735,14108.8,33.4511111111111,easy
1736,14113.5,33.59,easy
1737,14118,33.73,easy
1738,14122.7,33.8711111111111,easy
1739,14127.3,34.0133333333333,easy
1740,14133,34.1566666666667,easy
1741,14138,34.3022222222222,easy
1742,14143.4,34.4488888888889,easy
1743,14148.2,34.5977777777778,easy
1744,14153.2,34.7477777777778,easy
1745,14158.2,34.8988888888889,easy
1746,14164.2,35.0511111111111,easy
1747,14170.5,35.2033333333333,easy
1748,14176.7,35.3566666666667,easy
1749,14184.3,35.5111111111111,easy
1750,14192.1,35.6666666666667,easy
1751,14200.4,35.8233333333333,easy
1752,14211.4,35.9811111111111,easy
1753,14219.8,36.14,easy
1754,14228,36.3,easy
1755,14236.6,36.4611111111111,easy
1756,14244.8,36.6244444444444,easy
1757,14253.5,36.7866666666667,easy
1758,14259.7,36.9488888888889,easy
1759,14265.7,37.1133333333333,easy
1760,14271.7,37.2788888888889,easy
1761,14277.7,37.4466666666667,easy
1762,14283.8,37.6166666666667,easy
1763,14290.1,37.7888888888889,easy
1764,14296,37.9655555555556,easy
1765,14302.4,38.1455555555556,medium
1766,14308.2,38.3288888888889,medium
1767,14313.2,38.5155555555556,medium
1768,14318.5,38.7044444444444,medium
1769,14323.5,38.8955555555556,medium
1770,14328,39.0877777777778,medium
1771,14332.5,39.28,medium
1772,14337,39.4744444444444,medium
1773,14341.6,39.6688888888889,medium
1774,14346.1,39.8622222222222,medium
1775,14350.8,40.0533333333333,medium
1776,14355.4,40.2433333333333,medium
1777,14359.8,40.4322222222222,medium
1778,14364.3,40.62,medium
1779,14368.8,40.8055555555555,medium
1780,14373.4,40.99,medium
1781,14377.7,41.1722222222222,medium
1782,14381.9,41.3522222222222,medium
1783,14386.3,41.5311111111111,medium
1784,14390.5,41.7077777777778,medium
1785,14394.9,41.8822222222222,medium
1786,14399.3,42.0555555555556,medium
1787,14403.6,42.2277777777778,medium
1788,14407.8,42.3977777777778,medium
1789,14412.1,42.5677777777778,medium
1790,14416.2,42.7355555555556,medium
1791,14420.3,42.9022222222222,medium
1792,14424.5,43.0666666666667,medium
1793,14428.9,43.2311111111111,medium
1794,14432.9,43.3933333333333,medium
1795,14437,43.5555555555556,medium
1796,14441.2,43.7177777777778,medium
1797,14445.3,43.8811111111111,medium
1798,14449.4,44.0433333333333,medium
1799,14453.4,44.2066666666667,medium
1800,14457.5,44.37,medium
1801,14461.6,44.5322222222222,medium
1802,14465.7,44.6955555555556,medium
1803,14469.9,44.8577777777778,medium
1804,14474,45.0188888888889,medium
1805,14478.2,45.18,medium
1806,14482.5,45.34,medium
1807,14486.8,45.5,medium
1808,14490.9,45.66,medium
1809,14495.1,45.82,medium
1810,14499.3,45.98,medium
1811,14503.5,46.1388888888889,medium
1812,14507.6,46.2977777777778,medium
1813,14511.7,46.4577777777778,medium
1814,14515.7,46.6177777777778,medium
1815,14519.7,46.7766666666667,medium
1816,14523.5,46.9355555555556,medium
1817,14527.2,47.0933333333334,medium
1818,14530.7,47.25,medium
1819,14534,47.4055555555556,medium
1820,14537.3,47.56,medium
1821,14540.7,47.7133333333334,medium
1822,14544.1,47.8655555555556,medium
1823,14547.6,48.0155555555556,medium
1824,14550.9,48.1633333333334,medium
1825,14554.3,48.31,medium
1826,14557.6,48.4555555555556,medium
1827,14561,48.5988888888889,medium
1828,14564.1,48.74,medium
1829,14567.3,48.8788888888889,medium
1830,14570.7,49.0155555555556,medium
1831,14574.4,49.1488888888889,medium
1832,14578.5,49.28,medium
1833,14582.7,49.41,medium
1834,14587.5,49.54,medium
1835,14592.1,49.67,medium
1836,14596.5,49.8011111111112,medium
1837,14600.9,49.9333333333334,medium
1838,14605.7,50.0688888888889,medium
1839,14610.1,50.2055555555556,medium
1840,14614.8,50.3444444444445,medium
1841,14619.4,50.4855555555556,medium
1842,14624.2,50.6288888888889,medium
1843,14629.4,50.7722222222222,medium
1844,14633.9,50.9155555555556,medium
1845,14638.5,51.06,easy
1846,14643.6,51.2033333333334,easy
1847,14649.2,51.3444444444445,easy
1848,14654.5,51.4844444444445,easy
1849,14659.8,51.6233333333334,easy
1850,14665.6,51.7611111111111,easy
1851,14671.8,51.8966666666667,easy
1852,14677.9,52.03,easy
1853,14683.8,52.1633333333334,easy
1854,14690.1,52.2944444444445,easy
1855,14696.2,52.4233333333333,easy
1856,14702,52.5511111111111,easy
1857,14707.8,52.6777777777778,easy
1858,14713.7,52.8033333333334,easy
1859,14720.3,52.9266666666667,easy
1860,14726.5,53.0477777777778,easy
1861,14732.5,53.1688888888889,easy
1862,14740,53.2877777777778,easy
1863,14747,53.4044444444445,easy
1864,14754.7,53.5200000000001,easy
1865,14763.7,53.6344444444445,easy
1866,14771.2,53.7466666666667,easy
1867,14780.5,53.8566666666667,easy
1868,14788.3,53.9655555555556,easy
1869,14796.3,54.0722222222223,easy
1870,14803.3,54.1777777777778,easy
1871,14810.1,54.2811111111112,easy
1872,14817.3,54.3811111111112,easy
1873,14824.6,54.4800000000001,easy
1874,14832.5,54.5766666666667,easy
1875,14840,54.6722222222223,easy
1876,14847.5,54.7655555555556,easy
1877,14855.2,54.8566666666667,easy
1878,14865.7,54.9466666666667,easy
1879,14875.9,55.0366666666667,easy
1880,14886.2,55.1244444444445,easy
1881,14895.8,55.2111111111111,easy
1882,14905,55.2955555555556,easy
1883,14915.8,55.38,easy
1884,14925.4,55.4622222222223,easy
1885,14934.9,55.5433333333334,easy
1886,14944,55.6222222222222,easy
1887,14952.8,55.7,easy
1888,14961.6,55.7755555555556,easy
1889,14970.3,55.85,easy
1890,14979.3,55.9233333333333,easy
1891,14988.3,55.9955555555556,easy
1892,14997,56.0655555555555,easy
1893,15005.6,56.1355555555556,easy
1894,15014.3,56.2044444444445,easy
1895,15022.8,56.2711111111111,easy
1896,15031.4,56.3377777777778,easy
1897,15039.7,56.4033333333333,easy
1898,15047.8,56.4688888888889,easy
1899,15056,56.5333333333333,easy
1900,15063.9,56.5977777777778,easy
1901,15072,56.6611111111111,easy
1902,15080,56.7233333333333,easy
1903,15088.3,56.7855555555556,easy
1904,15096.8,56.8466666666666,easy
1905,15105.1,56.9066666666666,easy
1906,15113.5,56.9655555555555,easy
1907,15122,57.0244444444444,easy
1908,15130.3,57.0822222222222,easy
1909,15138.5,57.1388888888889,easy
1910,15147,57.1944444444444,easy
1911,15154.9,57.2477777777778,easy
1912,15163.1,57.3,easy
1913,15171.2,57.3511111111111,easy
1914,15179.3,57.4011111111111,easy
1915,15187.7,57.45,easy
1916,15196,57.4977777777777,easy
1917,15204.5,57.5444444444444,easy
1918,15212.5,57.59,easy
1919,15222.2,57.6355555555555,easy
1920,15232,57.6811111111111,easy
1921,15243.4,57.7255555555555,easy
1922,15254.7,57.77,easy
1923,15265.5,57.8144444444444,easy
1924,15276.8,57.8588888888889,easy
1925,15287.8,57.9022222222222,easy
1926,15298.3,57.9455555555556,easy
1927,15308.1,57.99,easy
1928,15318.1,58.0344444444444,easy
1929,15328,58.0788888888889,easy
1930,15338.1,58.1222222222222,easy
1931,15348.1,58.1666666666667,easy
1932,15358.1,58.2111111111111,easy
1933,15367.8,58.2555555555555,easy
1934,15377.5,58.2988888888889,easy
1935,15387.2,58.3433333333333,easy
1936,15396.8,58.3866666666666,easy
1937,15406.3,58.4288888888889,easy
1938,15415.6,58.4711111111111,easy
1939,15425.1,58.5133333333333,easy
1940,15434.6,58.5566666666667,easy
1941,15444,58.6011111111111,easy
1942,15453.5,58.6455555555555,easy
1943,15463,58.69,easy
1944,15472.5,58.7333333333333,easy
1945,15482,58.7766666666666,easy
1946,15491.4,58.8177777777777,easy
1947,15501,58.8588888888889,easy
1948,15510.4,58.8988888888889,easy
1949,15519.7,58.9388888888889,easy
1950,15529.1,58.9788888888889,easy
1951,15538.3,59.0188888888889,easy
1952,15547.8,59.0588888888889,easy
1953,15557.2,59.0988888888889,easy
1954,15566.7,59.14,easy
1955,15576,59.1811111111111,easy
1956,15585.3,59.2211111111111,easy
1957,15594.6,59.2611111111111,easy
1958,15604,59.3011111111111,easy
1959,15613.2,59.3422222222222,easy
1960,15622.5,59.3833333333333,easy
1961,15631.9,59.4255555555555,easy
1962,15641.1,59.4688888888888,easy
1963,15650.1,59.5122222222222,easy
1964,15659,59.5566666666666,easy
1965,15667.8,59.6011111111111,easy
1966,15676.7,59.6466666666666,easy
1967,15685.5,59.6922222222222,easy
1968,15693.9,59.7377777777777,easy
1969,15702.4,59.7822222222222,easy
1970,15711.1,59.8255555555555,easy
1971,15719.8,59.8677777777777,easy
1972,15728.6,59.9088888888888,easy
1973,15737,59.9477777777777,easy
1974,15746.2,59.9844444444444,easy
1975,15754.9,60.0188888888888,easy
1976,15763.6,60.0511111111111,easy
1977,15772.4,60.0788888888888,easy
1978,15781,60.1044444444444,easy
1979,15789.6,60.1255555555555,easy
1980,15798.3,60.1444444444444,easy
1981,15807,60.161111111111,easy
1982,15815.5,60.1744444444444,easy
1983,15824.1,60.1866666666666,easy
1984,15832.8,60.1977777777777,easy
1985,15841.2,60.2066666666666,easy
1986,15849.5,60.2155555555555,easy
1987,15857.7,60.2233333333333,easy
1988,15866,60.23,easy
1989,15874.5,60.2366666666666,easy
1990,15882.9,60.2433333333333,easy
1991,15891.5,60.25,easy
1992,15899.7,60.2566666666666,easy
1993,15907.8,60.2611111111111,easy
1994,15916.4,60.2655555555555,easy
1995,15925.1,60.2688888888888,easy
1996,15934,60.2711111111111,easy
1997,15942.7,60.2722222222222,easy
1998,15951.3,60.2722222222222,easy
1999,15959.9,60.27,easy
2000,15968.9,60.2666666666666,easy
2001,15978.2,60.2622222222222,easy
2002,15987.3,60.2566666666666,easy
2003,15996.2,60.2511111111111,easy
2004,16005.6,60.2455555555555,easy
2005,16014.3,60.2377777777777,easy
2006,16023.6,60.23,easy
2007,16032.7,60.2222222222222,easy
2008,16041.5,60.2144444444444,easy
2009,16050.4,60.2066666666667,easy
2010,16059,60.2,easy
2011,16067.2,60.1944444444444,easy
2012,16075.6,60.1888888888889,easy
2013,16083.8,60.1822222222222,easy
2014,16091.4,60.1755555555556,easy
2015,16098.3,60.17,easy
2016,16105,60.1644444444444,easy
2017,16111.7,60.16,easy
2018,16118.5,60.1544444444444,easy
2019,16125.5,60.1488888888889,easy
2020,16132.7,60.1433333333333,easy
2021,16140.2,60.1366666666667,easy
2022,16147.6,60.1288888888889,easy
2023,16155.2,60.12,easy
2024,16162.6,60.1111111111111,easy
2025,16170.2,60.1,easy
2026,16177.7,60.0866666666667,easy
2027,16185.1,60.0711111111111,easy
2028,16192.7,60.0533333333333,easy
2029,16200.3,60.0322222222222,easy
2030,16207.8,60.0077777777778,easy
2031,16215.6,59.9811111111111,easy
2032,16223.5,59.9522222222222,easy
2033,16231.2,59.9211111111111,easy
2034,16239.1,59.8888888888889,easy
2035,16247.1,59.8555555555556,easy
2036,16254.9,59.8211111111111,easy
2037,16262.8,59.7855555555555,easy
2038,16270.6,59.75,easy
2039,16278.3,59.7144444444445,easy
2040,16285.7,59.68,easy
2041,16293.1,59.6444444444444,easy
2042,16300.7,59.6111111111111,easy
2043,16308.5,59.5788888888889,easy
2044,16316.5,59.5477777777778,easy
2045,16324.4,59.5177777777778,easy
2046,16332.6,59.49,easy
2047,16340.3,59.4633333333333,easy
2048,16348,59.4377777777778,easy
2049,16355.8,59.4144444444445,easy
2050,16363.5,59.3933333333333,easy
2051,16371.2,59.3733333333333,easy
2052,16378.8,59.3566666666666,easy
2053,16386.3,59.3422222222222,easy
2054,16393.6,59.33,easy
2055,16400.9,59.32,easy
2056,16408.3,59.3122222222222,easy
2057,16415.6,59.3066666666666,easy
2058,16422.8,59.3033333333333,easy
2059,16430.1,59.3011111111111,easy
2060,16437.3,59.3011111111111,easy
2061,16444.6,59.3033333333333,easy
2062,16451.6,59.3077777777778,easy
2063,16459.3,59.3122222222222,easy
2064,16467.1,59.3188888888889,easy
2065,16475.3,59.3277777777778,easy
2066,16483.7,59.3388888888889,easy
2067,16491.7,59.3511111111111,easy
2068,16498.8,59.3644444444444,easy
2069,16504.8,59.38,easy
2070,16510.5,59.3955555555555,easy
2071,16516.1,59.4122222222222,easy
2072,16522.4,59.43,easy
2073,16528.8,59.4466666666667,easy
2074,16534.5,59.4644444444444,easy
2075,16540.1,59.4822222222222,easy
2076,16545.8,59.4988888888889,easy
2077,16552.4,59.5166666666666,easy
2078,16559.4,59.5322222222222,easy
2079,16566.7,59.5466666666667,easy
2080,16574.2,59.56,easy
2081,16581.7,59.5722222222222,easy
2082,16589.6,59.5844444444444,easy
2083,16597.6,59.5944444444444,easy
2084,16605.9,59.6033333333333,easy
2085,16614.3,59.6122222222222,easy
2086,16623,59.6211111111111,easy
2087,16631.8,59.63,easy
2088,16640.9,59.6366666666667,easy
2089,16650.2,59.6422222222222,easy
2090,16659.3,59.6466666666667,easy
2091,16668.8,59.65,easy
2092,16678.3,59.6511111111111,easy
2093,16687.5,59.65,easy
2094,16696.5,59.6477777777778,easy
2095,16705.3,59.6444444444445,easy
2096,16714.1,59.6388888888889,easy
2097,16722.9,59.6322222222222,easy
2098,16731.5,59.6244444444445,easy
2099,16740.2,59.6144444444445,easy
2100,16748.6,59.6,easy
2101,16757,59.5833333333334,easy
2102,16765.7,59.5644444444445,easy
2103,16774,59.5422222222222,easy
2104,16781.5,59.5188888888889,easy
2105,16788.2,59.4933333333334,easy
2106,16795.1,59.4666666666667,easy
2107,16801.9,59.4366666666667,easy
2108,16809,59.4044444444445,easy
2109,16817.3,59.37,easy
2110,16826.4,59.3344444444445,easy
2111,16835.6,59.2955555555556,easy
2112,16844.8,59.2533333333334,easy
2113,16853.7,59.2088888888889,easy
2114,16862.7,59.1633333333334,easy
2115,16872.1,59.1133333333334,easy
2116,16881.8,59.0622222222222,easy
2117,16891.5,59.0111111111111,easy
2118,16901.7,58.9588888888889,easy
2119,16912,58.9044444444445,easy
2120,16922.5,58.8488888888889,easy
2121,16933.3,58.7911111111111,easy
2122,16943.8,58.7322222222222,easy
2123,16954.1,58.6711111111111,easy
2124,16963.7,58.6088888888889,easy
2125,16973.1,58.5444444444445,easy
2126,16982.7,58.48,easy
2127,16991.7,58.4133333333334,easy
2128,17000.2,58.3455555555556,easy
2129,17008.4,58.2766666666667,easy
2130,17016.3,58.2077777777778,easy
2131,17024.1,58.1377777777778,easy
2132,17031.6,58.0666666666667,easy
2133,17039.1,57.9944444444445,easy
2134,17046.5,57.9211111111111,easy
2135,17053.6,57.8477777777778,easy
2136,17060.6,57.7766666666667,easy
2137,17067.6,57.7055555555556,easy
2138,17074.9,57.6366666666667,easy
2139,17081.9,57.5688888888889,easy
2140,17089.1,57.5033333333334,easy
2141,17096,57.4377777777778,easy
2142,17102.4,57.3733333333334,easy
2143,17109.3,57.3111111111111,easy
2144,17116,57.25,easy
2145,17122.4,57.1911111111111,easy
2146,17128.8,57.1333333333333,easy
2147,17134.8,57.0777777777778,easy
2148,17141,57.0244444444444,easy
2149,17147.3,56.9722222222222,easy
2150,17153.9,56.9222222222222,easy
2151,17160.4,56.8733333333333,easy
2152,17167.6,56.8266666666667,easy
2153,17174.8,56.7822222222222,easy
2154,17182.3,56.74,easy
2155,17189.7,56.7011111111111,easy
2156,17196.8,56.6655555555556,easy
2157,17203.8,56.6333333333334,easy
2158,17211.1,56.6033333333334,easy
2159,17218.2,56.5766666666667,easy
2160,17225,56.5511111111111,easy
2161,17232.1,56.5255555555556,easy
2162,17239.4,56.5,easy
2163,17246.4,56.4733333333334,easy
2164,17253.8,56.4455555555556,easy
2165,17261.1,56.4188888888889,easy
2166,17268.4,56.39,easy
2167,17275.8,56.3611111111111,easy
2168,17283.2,56.3311111111111,easy
2169,17291,56.2988888888889,easy
2170,17298.7,56.2633333333334,easy
2171,17306.6,56.2255555555556,easy
2172,17314.6,56.1855555555556,easy
2173,17322.7,56.1433333333334,easy
2174,17331,56.0977777777778,easy
2175,17339.4,56.0500000000001,easy
2176,17347.6,56,easy
2177,17355.8,55.9477777777778,easy
2178,17364.2,55.8922222222223,easy
2179,17372.8,55.8333333333334,easy
2180,17381.8,55.7711111111111,easy
2181,17390.8,55.7044444444445,easy
2182,17399.9,55.6344444444445,easy
2183,17408.9,55.5611111111112,easy
2184,17417.7,55.4844444444445,easy
2185,17426.3,55.4044444444445,easy
2186,17435.2,55.3211111111112,easy
2187,17444.5,55.2333333333334,easy
2188,17454.1,55.1433333333334,easy
2189,17464.1,55.0511111111112,easy
2190,17474,54.9566666666667,easy
2191,17483.9,54.86,easy
2192,17494.2,54.7622222222223,easy
2193,17504.4,54.6611111111112,easy
2194,17515.2,54.5577777777778,downhill
2195,17525.3,54.4522222222223,easy
2196,17536.1,54.3455555555556,easy
2197,17547,54.2377777777778,easy
2198,17558.2,54.1288888888889,easy
2199,17569.4,54.0188888888889,downhill
2200,17580.4,53.9077777777778,downhill
2201,17591.4,53.7977777777778,downhill
2202,17602.2,53.6866666666667,downhill
2203,17612.8,53.5766666666667,downhill
2204,17625.5,53.4655555555556,downhill
2205,17636.6,53.3555555555556,downhill
2206,17647.1,53.2477777777778,downhill
2207,17657.6,53.1422222222222,downhill
2208,17668.1,53.0388888888889,downhill
2209,17678.6,52.9366666666667,downhill
2210,17688.8,52.8366666666667,downhill
2211,17699.2,52.7388888888889,downhill
2212,17709.6,52.6433333333334,downhill
2213,17720,52.55,downhill
2214,17729.2,52.4577777777778,downhill
2215,17739.8,52.3666666666667,downhill
2216,17750.3,52.2766666666667,downhill
2217,17760.5,52.1866666666667,downhill
2218,17771,52.0966666666667,downhill
2219,17781.3,52.0077777777778,downhill
2220,17792.3,51.9177777777778,downhill
2221,17802.5,51.8288888888889,downhill
2222,17812.8,51.7377777777778,downhill
2223,17823.7,51.6466666666667,downhill
2224,17834.1,51.5533333333333,downhill
2225,17843.9,51.4588888888889,downhill
2226,17853.2,51.3633333333334,downhill
2227,17862.3,51.2666666666667,downhill
2228,17871.3,51.1677777777778,downhill
2229,17879.8,51.0666666666667,downhill
2230,17888.3,50.9633333333334,downhill
2231,17896.3,50.8588888888889,downhill
2232,17903.8,50.7522222222223,downhill
2233,17911,50.6433333333334,downhill
2234,17918.2,50.5322222222223,downhill
2235,17925.1,50.42,downhill
2236,17932.2,50.3055555555556,downhill
2237,17939,50.1888888888889,downhill
2238,17946.3,50.07,downhill
2239,17954.1,49.95,downhill
2240,17962.1,49.8277777777778,downhill
2241,17970.4,49.7022222222222,downhill
2242,17978.4,49.5755555555556,downhill
2243,17986.2,49.4477777777778,downhill
2244,17993.9,49.3177777777778,downhill
2245,18001.4,49.1855555555556,downhill
2246,18008.9,49.0511111111111,downhill
2247,18016.8,48.9155555555556,downhill
2248,18025.2,48.7788888888889,downhill
2249,18034,48.64,downhill
2250,18043,48.5,downhill
2251,18052.6,48.3588888888889,downhill
2252,18062.8,48.2177777777778,downhill
2253,18072.8,48.0777777777778,downhill
2254,18082.8,47.9366666666667,downhill
2255,18092.9,47.7966666666667,downhill
2256,18103.1,47.6577777777778,downhill
2257,18113.6,47.5188888888889,downhill
2258,18124.4,47.3822222222222,downhill
2259,18135.3,47.2477777777778,downhill
2260,18145.9,47.1144444444444,downhill
2261,18157,46.9844444444445,downhill
2262,18167.4,46.8555555555556,downhill
2263,18179.1,46.73,downhill
2264,18191.2,46.6066666666667,downhill
2265,18202.9,46.4844444444444,downhill
2266,18215,46.3633333333333,easy
2267,18227.2,46.2433333333333,easy
2268,18239.5,46.1255555555556,easy
2269,18251.6,46.01,easy
2270,18263.7,45.8977777777778,easy
2271,18274.9,45.7877777777778,easy
2272,18285.7,45.6822222222222,easy
2273,18295.9,45.58,easy
2274,18308.5,45.4811111111111,easy
2275,18319.8,45.3844444444444,easy
2276,18330.9,45.2922222222222,easy
2277,18341.3,45.2022222222222,easy
2278,18351.1,45.1155555555555,easy
2279,18360.7,45.0333333333333,easy
2280,18370.5,44.9555555555555,easy
2281,18381.4,44.8822222222222,easy
2282,18392.5,44.8122222222222,easy
2283,18402.9,44.7455555555555,easy
2284,18412.2,44.6811111111111,easy
2285,18420.6,44.62,easy
2286,18428.4,44.5611111111111,easy
2287,18435.4,44.5044444444444,easy
2288,18441.8,44.4522222222222,easy
2289,18448.2,44.4033333333333,easy
2290,18454.9,44.3566666666666,easy
2291,18462.8,44.3133333333333,easy
2292,18470.8,44.2733333333333,easy
2293,18478.6,44.2366666666666,easy
2294,18486.3,44.2033333333333,easy
2295,18493.6,44.1744444444444,easy
2296,18500.9,44.1477777777778,easy
2297,18508.4,44.1233333333333,easy
2298,18515.9,44.1011111111111,easy
2299,18523.3,44.0811111111111,easy
2300,18531,44.0622222222222,easy
2301,18538.7,44.0455555555555,easy
2302,18546,44.0311111111111,easy
2303,18553.5,44.0188888888889,easy
2304,18561.1,44.0088888888889,easy
2305,18568.5,44.0022222222222,easy
2306,18576.2,43.9966666666667,easy
2307,18583.4,43.9944444444445,easy
2308,18590.6,43.9944444444445,easy
2309,18597.8,43.9966666666667,easy
2310,18605,44,easy
2311,18612.3,44.0044444444445,easy
2312,18619.5,44.01,easy
2313,18626.6,44.0166666666667,easy
2314,18633.8,44.0244444444445,easy
2315,18640.8,44.0322222222222,easy
2316,18648.1,44.0388888888889,easy
2317,18655.3,44.0455555555556,easy
2318,18662.6,44.05,easy
2319,18670.2,44.0522222222222,easy
2320,18677.7,44.0522222222222,easy
2321,18685.1,44.0522222222222,easy
2322,18692.3,44.05,easy
2323,18699.7,44.0466666666667,easy
2324,18707.1,44.0411111111111,easy
2325,18714.3,44.0344444444445,easy
2326,18721.5,44.0255555555556,easy
2327,18728.7,44.0155555555556,easy
2328,18735.9,44.0044444444445,easy
2329,18743,43.9922222222222,easy
2330,18750,43.98,easy
2331,18756.9,43.9677777777778,easy
2332,18763.4,43.9555555555556,easy
2333,18769.4,43.9433333333333,easy
2334,18775,43.9311111111111,easy
2335,18780.8,43.9188888888889,easy
2336,18787.3,43.9055555555555,easy
2337,18793.8,43.8933333333333,easy
2338,18800.3,43.8822222222222,easy
2339,18806.6,43.8722222222222,easy
2340,18813,43.8633333333333,easy
2341,18818.9,43.8577777777778,easy
2342,18824.9,43.8555555555555,easy
2343,18831,43.8566666666666,easy
2344,18836.7,43.8611111111111,easy
2345,18841.8,43.8677777777778,easy
2346,18847,43.8766666666667,easy
2347,18852.3,43.8877777777778,easy
2348,18858.3,43.9,easy
2349,18863.5,43.9155555555556,easy
2350,18868.4,43.9344444444444,easy
2351,18872.5,43.9555555555556,easy
2352,18876,43.98,easy
2353,18879.8,44.0088888888889,easy
2354,18884,44.0411111111111,easy
2355,18888.4,44.0777777777778,easy
2356,18893.2,44.1177777777778,easy
2357,18898.1,44.1622222222222,easy
2358,18902.8,44.2122222222222,easy
2359,18907.5,44.2666666666667,easy
2360,18912.6,44.3266666666667,easy
2361,18917.9,44.3922222222222,easy
2362,18922.7,44.4633333333333,easy
2363,18927.5,44.5377777777778,easy
2364,18931.9,44.6166666666667,easy
2365,18937,44.7011111111111,easy
2366,18942.1,44.7888888888889,easy
2367,18946.7,44.8811111111111,easy
2368,18951.1,44.9766666666667,easy
2369,18955.8,45.0744444444444,easy
2370,18960.5,45.1744444444445,easy
2371,18965.4,45.2766666666667,easy
2372,18970,45.38,easy
2373,18974.7,45.4866666666667,easy
2374,18979.7,45.5955555555556,easy
2375,18984.1,45.7055555555556,easy
2376,18988.5,45.8155555555555,easy
2377,18992.9,45.9255555555555,easy
2378,18997.3,46.0377777777778,easy
2379,19001.8,46.1522222222222,easy
2380,19006.1,46.2688888888889,easy
2381,19010.5,46.3855555555555,easy
2382,19014.9,46.5033333333333,easy
2383,19019.6,46.62,easy
2384,19024.1,46.7366666666667,easy
2385,19028.3,46.8533333333333,easy
2386,19032.6,46.9688888888889,easy
2387,19036.9,47.0844444444444,easy
2388,19040.9,47.1988888888889,easy
2389,19044.4,47.3155555555556,easy
2390,19047.6,47.4311111111111,easy
2391,19051.3,47.5466666666667,easy
2392,19055.6,47.6622222222222,easy
2393,19060.3,47.7766666666667,easy
2394,19064.8,47.8911111111111,easy
2395,19069,48.0055555555555,easy
2396,19072.9,48.12,easy
2397,19077.3,48.2344444444444,easy
2398,19082.8,48.3488888888889,easy
2399,19088.3,48.4622222222222,easy
2400,19093.5,48.5755555555556,easy
2401,19098.4,48.6877777777778,easy
2402,19103.2,48.7988888888889,easy
2403,19108.2,48.9077777777778,easy
2404,19113.3,49.0166666666667,easy
2405,19117.6,49.1244444444444,easy
2406,19122.1,49.2288888888889,easy
2407,19126.9,49.3333333333333,easy
2408,19131.2,49.4366666666666,easy
2409,19134.7,49.5388888888889,easy
2410,19137.8,49.6411111111111,easy
2411,19140.7,49.7422222222222,easy
2412,19143.9,49.8422222222222,easy
2413,19147.2,49.9411111111111,easy
2414,19151.6,50.0388888888889,easy
2415,19155.7,50.1344444444444,easy
2416,19160.1,50.2277777777778,easy
2417,19164.9,50.3188888888889,easy
2418,19169.8,50.4088888888889,easy
2419,19174.8,50.4966666666667,easy
2420,19180.4,50.5822222222222,easy
2421,19186.1,50.6677777777778,easy
2422,19193.5,50.75,easy
2423,19200.8,50.8311111111111,easy
2424,19209.6,50.9111111111111,easy
2425,19218.7,50.9911111111111,easy
2426,19225.8,51.0711111111111,easy
2427,19233.4,51.15,easy
2428,19240.7,51.2277777777778,easy
2429,19247.6,51.3044444444444,easy
2430,19254.1,51.3811111111111,easy
2431,19260.2,51.4577777777778,easy
2432,19266.8,51.5322222222222,easy
2433,19273.4,51.6044444444444,easy
2434,19280.9,51.6744444444444,easy
2435,19288.4,51.7422222222222,easy
2436,19296.9,51.8066666666667,easy
2437,19305.6,51.8677777777778,easy
2438,19314.1,51.9255555555556,easy
2439,19322.1,51.9811111111111,easy
2440,19330.2,52.0333333333333,easy
2441,19340.9,52.0833333333333,easy
2442,19349.5,52.1311111111111,easy
2443,19356.9,52.1755555555556,easy
2444,19364.6,52.2177777777778,easy
2445,19372.4,52.2577777777778,easy
2446,19379.2,52.2966666666667,easy
2447,19388.4,52.3333333333333,easy
2448,19396.6,52.37,easy
2449,19402.9,52.4055555555555,easy
2450,19409.4,52.44,easy
2451,19416.5,52.4744444444444,easy
2452,19424.1,52.5077777777778,easy
2453,19431.7,52.5411111111111,easy
2454,19439.6,52.5733333333333,easy
2455,19447.4,52.6066666666667,easy
2456,19455,52.64,easy
2457,19462.1,52.6733333333333,easy
2458,19469.2,52.7066666666667,easy
2459,19476,52.74,easy
